customer_tweet_id,customer_message,brand_response,clean_customer_message
2031618,@115858 @116333 Never gonna buy or suggest anyone to buy apple product. Worst experience and waste of money. My mac is of no use now😡,"@600740 Hi, Chirag. We can take a second look if you'd like us to. Just send us a DM with a few examples of what's going on. https://t.co/GDrqU22YpT",Never gonna buy or suggest anyone to buy apple product. Worst experience and waste of money. My mac is of no use now😡
1940716,@AppleSupport I haven’t that option in p.2. iOS 11 installed. Is it can be region restrictions or something else?,"@705948 We'd like to look into this with you. To get started, let us know if you're an Apple Music subscriber.",I haven’t that option in p.2. iOS 11 installed. Is it can be region restrictions or something else?
1596630,@AppleSupport why I can see no damn emojis?,"@490505 We're happy to take a look. Which device are you using? Also, what is the exact iOS version shown in Settings &gt; General &gt; About?",why I can see no damn emojis?
2306995,@AppleSupport for some reason the HomeKit app isn’t working for me it’s just stuck on this screen https://t.co/qFBv5v4Kyc,"@629754 You're in the right place for help. To get us started, may we have the current iOS version shown in Settings &gt; General &gt; About?",for some reason the HomeKit app isn’t working for me it’s just stuck on this screen
1786588,"@AppleSupport Hello, can I make and order and pickup it in your Zürich Apple Store personally? Can't find the info on website. Thank you!","@536744 We'd love to assist. To begin, send us a DM, and we'll get you pointed in the right direction: https://t.co/GDrqU22YpT","Hello, can I make and order and pickup it in your Zürich Apple Store personally? Can't find the info on website. Thank you!"
556182,@AppleSupport I have disabled in app rating but I still receive multiple in app rating requests from @122951 and many more apps ! Kindly resolve this issue!,@249922 We'd love to look into this with you. We'd like to continue in DM. Click here to meet us there: https://t.co/GDrqU22YpT,I have disabled in app rating but I still receive multiple in app rating requests from and many more apps ! Kindly resolve this issue!
1366352,"@AppleSupport iPhone 6s Plus, iOS 11.0.3",@438072 Thanks for that information. We want to take a deeper look into this. Let's continue in DM. https://t.co/GDrqU22YpT,"iPhone 6s Plus, iOS 11.0.3"
2444144,@AppleSupport tried to change my password since I wasn’t sure about an iTunes purchase and all hell broke loose. Now I’m in some account recovery process that takes a day?!? Any way to expedite this? I have all my info.,@700821 We can help with shortening the wait. Have you tried these steps here? https://t.co/nXAGZj0EE7,tried to change my password since I wasn’t sure about an iTunes purchase and all hell broke loose. Now I’m in some account recovery process that takes a day?!? Any way to expedite this? I have all my info.
2774289,"@AppleSupport Unfortunately I don’t. From reading the article, is it still possible to get it back if I set it up now?","@775339 If you set it up now, it will prevent the issue from occurring again. To verify, what app were you using to make your essay?","Unfortunately I don’t. From reading the article, is it still possible to get it back if I set it up now?"
1261263,@AppleSupport @115858 @119459 NOBODY listens to my claim since the cover as the mophie did not arrive I need an urgent response(part2),@376190 We’d like to assist with your order as much as possible. Did you order it through the Apple Website?,NOBODY listens to my claim since the cover as the mophie did not arrive I need an urgent response(part2)
2148088,whys my phone not charging @115858 !!!!!,@631374 We're here to help. Are you attempting to charge the phone using the cable and charger that came with it?,whys my phone not charging !!!!!
2021748,@AppleSupport @115858 I just got my iPhone X Friday and the face ID is already not working.. help please? I'm very upset #iPhoneX #FaceID,"@597924 That's not the experience we'd expect and we'd like to help. To start, DM us with details about what's happening. https://t.co/GDrqU22YpT",I just got my iPhone X Friday and the face ID is already not working.. help please? I'm very upset #iPhoneX #FaceID
260446,@AppleSupport yes the battery,"@177973 Thanks for that info. Are you running iOS 11.0, iOS 11.0.2 or the beta of iOS 11.1",yes the battery
1326022,@AppleSupport are you still offering the staingate repairs for when the anti reflective coating starts coming off?,@190748 Thanks for reaching out again. DM which Mac you are using so we can look into this with you. https://t.co/GDrqU22YpT,are you still offering the staingate repairs for when the anti reflective coating starts coming off?
1307273,I updated my iPhone and it’s just damn slow!what happened to my electric iOS 10?@AppleSupport,@425483 This is not the experience we want you to have after updating. Reach out to us in DM. https://t.co/GDrqU22YpT,I updated my iPhone and it’s just damn slow!what happened to my electric iOS 10?
662789,@AppleSupport Yeah that’s correct,@277908 Thanks for confirming this for us. Which device are you using with Notes?,Yeah that’s correct
2647330,why does my iphone's speakers start crackling? @115858,@746904 We're happy to assist. What iPhone model and what iOS version is it running. Does this only happen with the internal speaker or also with headphones? Only on calls or on all audio content?,why does my iphone's speakers start crackling?
2926458,Seguro que esto es un intento de estafa o virus. @AppleSupport @115858 me ayudan a confirmar que no es oficial? #Apple https://t.co/OlnAGEWq3a,@809691 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Seguro que esto es un intento de estafa o virus. me ayudan a confirmar que no es oficial? #Apple
2320121,@115858 can y’all fix this stupid ass glitch,@672424 We're here for you and happy to help you. Can you tell us what's happening? Which device are you using?,can y’all fix this stupid ass glitch
766851,hey @AppleSupport the battery life on iOS11 is dreadful! Have upgraded to 11.0.2 but still terrible!,@303272 We know how important a reliable battery is. Check out this article and let us know what you think. https://t.co/TpjqFp3jxD,hey the battery life on iOS11 is dreadful! Have upgraded to 11.0.2 but still terrible!
1626156,I noticed that ios 11.03 is draining my ipad so fast. @AppleSupport,@497957 We understand how vital the battery is. Please follow the guidance here and let us know the result: https://t.co/TpjqFp3jxD,I noticed that ios 11.03 is draining my ipad so fast.
542505,My iPhone 6 crashing every 30 second in ios11.1.2. Any solution? @AppleSupport,@245925 We're here to help. Please follow the steps in this article and let us know if it resolves your issue: https://t.co/osZOKKTalm,My iPhone 6 crashing every 30 second in ios11.1.2. Any solution?
2281745,@AppleSupport probably for a couple of months &amp; I have iTunes 12.7.1.14 on my MacBook Pro,@663237 OK. Send us a DM listing which iPod model and iOS version is installed. https://t.co/GDrqU22YpT,probably for a couple of months &amp; I have iTunes 12.7.1.14 on my MacBook Pro
1871098,OHKAY @115858 I did ya dumbass update now I can’t open my messages or camera,@558792 Let’s work together to find a solution. DM us which device and version of iOS you’re using to begin. https://t.co/GDrqU2kzhr,OHKAY I did ya dumbass update now I can’t open my messages or camera
1934223,iOS 11.03 is absolute garbage my phone is almost unusable @115858,@575533 We're here to help. What is going on with your device? Send us a DM so we can look into what's going on. https://t.co/GDrqU22YpT,iOS 11.03 is absolute garbage my phone is almost unusable
437014,"@AppleSupport Since I update to iOS11.02 airdrop is not working anymore, signout/in of iclouds, reset networks settings didn't help. help","@218780 We can absolutely help with AirDrop. When you try to use it, what happens that isn't working as expected?","Since I update to iOS11.02 airdrop is not working anymore, signout/in of iclouds, reset networks settings didn't help. help"
2550293,@AppleSupport iPhone 6s. I️ was forced to update to the latest operating system when my phone died so whatever that is.,"@348826 Understood, can you tell us the exact iOS version you're using? To find it go to Settings &gt; General &gt; About.",iPhone 6s. I️ was forced to update to the latest operating system when my phone died so whatever that is.
2372192,@115858 i updated my phone and the “i” is still doing the thing. fix it.,"@684413 We're glad you're letting us know. We'd like to help get it resolved. Which iOS version are we working with in Settings &gt; General &gt; About? Where are you seeing the issue, in posts you're composing or posts you're reading?",i updated my phone and the “i” is still doing the thing. fix it.
1123842,"@AppleSupport Update is AWFUL! Freezes phone&amp;although I love a long lie, the alarm now doesn’t go off when phone on silent. Nice one! 🤦🏻‍♀️",@385023 We're here for you. Please DM us so we can get more info about these issues. https://t.co/GDrqU22YpT,"Update is AWFUL! Freezes phone&amp;although I love a long lie, the alarm now doesn’t go off when phone on silent. Nice one! 🤦🏻‍♀️"
2273995,"@AppleSupport I’m sorry, but this new iOS has some serious auto correct issues. Since when does ‘toy’ correct to ‘you’. Not to mention the random capitalizations in the middle of sentences...",@240821 Thanks for reaching out about this. Are you referring to iOS 11.1.1? Which words are capitalizing? Please DM us what you're experiencing. https://t.co/GDrqU22YpT,"I’m sorry, but this new iOS has some serious auto correct issues. Since when does ‘toy’ correct to ‘you’. Not to mention the random capitalizations in the middle of sentences..."
1616761,Okay @AppleSupport why does it auto fix “I” to I️,@495789 We are aware of this issue and are working hard to find a resolution. We do have a workaround: https://t.co/xXaXeeSRt9,Okay why does it auto fix “I” to I️
1785475,Dear @115858 why i cant even donwload any apps? Im on ios 11.01 now. Pls fix it asap. Tq,"@536440 Thanks for reaching out. Let's begin by updating to the new version of iOS, 11.0.2 please. DM if you continue to have trouble after. https://t.co/GDrqU22YpT",Dear why i cant even donwload any apps? Im on ios 11.01 now. Pls fix it asap. Tq
1935902,"@AppleSupport 😂 have you guys tested this in High Sierra yet? iOS Store isn’t available from Macs, unless I find it online, &amp; manually copy it to my phone",@575929 Learn about the new changes in iTunes and send us a DM if you have further questions: https://t.co/pxseZbMQ8z https://t.co/GDrqU22YpT,"😂 have you guys tested this in High Sierra yet? iOS Store isn’t available from Macs, unless I find it online, &amp; manually copy it to my phone"
1640289,Yo @115858 iOS 11 got my phone all screwed up.,@501488 Can you tell us about what you’re experiencing? We’d be happy to help out.,Yo iOS 11 got my phone all screwed up.
1012984,@AppleSupport Is there a way to copy Mail link to Reminders/Notes in iOS 11 on an iPhone? Drag &amp; drop works on an iPad but not on an iPhone.,@359703 Let's look into this together. Let us know if the steps in this article helps: https://t.co/xn7LCCgd5H,Is there a way to copy Mail link to Reminders/Notes in iOS 11 on an iPhone? Drag &amp; drop works on an iPad but not on an iPhone.
50799,@AppleSupport I keep links as shown in the photo but when you press on the link the note take U out to the home page https://t.co/gzYJKUfe5B,@127400 That's not okay. Let's take a look in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,I keep links as shown in the photo but when you press on the link the note take U out to the home page
2105979,.@AppleSupport @115858 WHAT IS TAKING YOU SO LONG TO FIX THE TEXT I️ BUG!!!!!,@621568 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,. WHAT IS TAKING YOU SO LONG TO FIX THE TEXT I️ BUG!!!!!
1798587,@AppleSupport iOS 11 is killing my 6s battery. 50% by lunch and barely touched it. Low power mode not helping.,@540421 We're happy to assist. Let's gather some details to isolate this issue. When did you update your iOS? Are you using iOS 11.0.3?,iOS 11 is killing my 6s battery. 50% by lunch and barely touched it. Low power mode not helping.
1043526,@AppleSupport Yes I restarted my iPhone and the problem continues I have reports from friends that their iPhone are also having the same problem https://t.co/vvaXhlEVxS,@366766 You are awesome for trying that. Thank you. Let's look into this together. Please send us a DM with details to continue. https://t.co/GDrqU22YpT,Yes I restarted my iPhone and the problem continues I have reports from friends that their iPhone are also having the same problem
1031802,@AppleSupport Yes I’ve tried that. It restarts and it’s the same problems,@364141 Let's connect then over in DM so we can look into this futher. https://t.co/GDrqU22YpT,Yes I’ve tried that. It restarts and it’s the same problems
2081307,The new iOS sucks @AppleSupport How is my 1 month old Iphone slower than it used to be? Had to reboot the phone about 7 x in 1 week.,@615493 Getting the performance you expect from your iPhone is very important to us. Select the following link to join us in a DM. https://t.co/GDrqU22YpT,The new iOS sucks How is my 1 month old Iphone slower than it used to be? Had to reboot the phone about 7 x in 1 week.
2266164,I updated my phone &amp; I'm still seeing ? boxes @AppleSupport https://t.co/MFe5qaGuVT,"@659622 Thanks for reaching out to us. Are you seeing these boxes in the messages you send, other people's messages, or both?",I updated my phone &amp; I'm still seeing ? boxes
222942,@AppleSupport @169244 Your update has been shit since it came out my phone glitches like no tomorrow on a phone call battery dies faster and I have apps freeze,@169243 Let's look into this for you. Send us a DM with your exact iOS version to get started. https://t.co/GDrqU22YpT,Your update has been shit since it came out my phone glitches like no tomorrow on a phone call battery dies faster and I have apps freeze
1643262,My Applecare expires in 2 days. Battery has been dropping from around 20% to 2% in 3 mins. Doesn’t qualify for a replacement 😡 @AppleSupport,@502236 We are happy to help. Send us a DM and we'll get to work there. https://t.co/GDrqU22YpT,My Applecare expires in 2 days. Battery has been dropping from around 20% to 2% in 3 mins. Doesn’t qualify for a replacement 😡
2780628,@AppleSupport can you explain this. https://t.co/VUyQu0DjpM,"@744583 This is just a pop-up explaining the new behavior within Control Center for Bluetooth and WiFi on iOS 11. For more on this, check out: https://t.co/G7BHuQnDS6. Also, you can provide feedback on Beta software here: https://t.co/OTNGzDuUXI",can you explain this.
1071768,@AppleSupport Everywhere. The keyboard is choosing random letters to ignore,"@372914 Can you confirm the iOS version you're using? If you need help to find it, check this out: https://t.co/ZTw54HL4Rm",Everywhere. The keyboard is choosing random letters to ignore
963696,@AppleSupport iPhone 8+,@202208 Is Live Photo selected to preserve settings in Settings &gt; Photos &amp; Camera &gt; Preserve Settings? Let us know in DM. https://t.co/GDrqU22YpT,iPhone 8+
2273915,@AppleSupport hi! I still see the bug even with my iOS updated. Is it because the person who posted the letter ‘I’ didn’t update it?,@661400 Let's take a look at this for you. What happens when you use your keyboard in an app?,hi! I still see the bug even with my iOS updated. Is it because the person who posted the letter ‘I’ didn’t update it?
822234,It’s amazing how bad @115858 maps and Siri are. Not just bad - but infuriating.,@162433 We'd like to know what's happening with Maps and Siri. DM us with the device you're using and it's operating system version.,It’s amazing how bad maps and Siri are. Not just bad - but infuriating.
1833678,"@AppleSupport IPhone 7 stuck on the home screen for the 11th time, now late for work, thanks again!",@550062 Certainly not what we want you to experience. Let's get to the bottom of this together. Please DM us and let us know all about it. https://t.co/GDrqU22YpT,"IPhone 7 stuck on the home screen for the 11th time, now late for work, thanks again!"
1462596,@AppleSupport - You should implement Friends Live Location Sharing into iMessage.,@459473 We appreciate your feedback! You can also request additional features and offer suggestions here: https://t.co/eTPVYVFyd8,- You should implement Friends Live Location Sharing into iMessage.
195975,@AppleSupport what’s up my phones battery the last up date was not good,@162102 We know battery life is important. We recommend checking out this link: https://t.co/bivpdfBNJ6,what’s up my phones battery the last up date was not good
1741620,Hi @AppleSupport can you fix the update? My phone is now changing the letter “k” as well.,@500160 Thanks for reaching out. Let's get to DM to move forward. https://t.co/GDrqU22YpT,Hi can you fix the update? My phone is now changing the letter “k” as well.
1742521,@115858 Don’t update your phone if you don’t want this to happen! I️ hate it so much!,@525633 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Don’t update your phone if you don’t want this to happen! I️ hate it so much!
1088861,"@AppleSupport my iPhone keeps freezing and I can’t do anything. Only since I downloaded the new update, any advice you could give?","@376856 You're in the right place; we'll do all we can to help. To start, connect with us in DM: https://t.co/GDrqU22YpT","my iPhone keeps freezing and I can’t do anything. Only since I downloaded the new update, any advice you could give?"
1990479,ever since I got iOS 11 my phone keeps freezing &amp; I can’t control my spotify music from my lockscreen/control center &amp; my speakers sometimes don‘t work but hey at least i‘ll get 70 new emojis now !!1! @115858 @AppleSupport https://t.co/j0LfYAdd7b,@589074 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,ever since I got iOS 11 my phone keeps freezing &amp; I can’t control my spotify music from my lockscreen/control center &amp; my speakers sometimes don‘t work but hey at least i‘ll get 70 new emojis now !!1!
211284,@115858 stop playing games g. phone been acting up lately. Y'all should drop an update FIXING these problems smh.,@166048 We'd like to help. Which iOS version are you having issues on? You can double-check with these steps: https://t.co/lhhJthvNy9,stop playing games g. phone been acting up lately. Y'all should drop an update FIXING these problems smh.
1773672,Is Apple planning on fixing their keyboard bug? This one 👉 I️ @115858 —seriously.,@533067 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Is Apple planning on fixing their keyboard bug? This one 👉 I️ —seriously.
1194014,@AppleSupport you're going to be losing customers if things like this keep happening the same way they have been for years,@400559 Let's see what we can do to get your iPhone back up and running. This article addresses your issue: https://t.co/8MvHMGgIUP,you're going to be losing customers if things like this keep happening the same way they have been for years
2119385,"@115858 This current glitch that is changing “I️” is affecting my career due to changing for passwords and important messages, please help.",@624569 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"This current glitch that is changing “I️” is affecting my career due to changing for passwords and important messages, please help."
1760166,Well @115858 my MacBook Pro froze during the update and now I lost all my music and files and my backup couldn’t be found,@529769 We'll do everything we can. Were you trying to update your MacBook or your iPhone? https://t.co/GDrqU22YpT,Well my MacBook Pro froze during the update and now I lost all my music and files and my backup couldn’t be found
2441787,@115858 @AppleSupport help us out🤷🏼‍♀️,@700248 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,help us out🤷🏼‍♀️
1500783,"Hey @AppleSupport iOS 11.0.3 broke my never been repaired iPhone 6S screen. Never had a problem, now it keeps freezing. #ios11problems","@154231 We can help. First, let's look at the steps in this article: https://t.co/1gNtc8oo9M Let us know if there is any improvement.","Hey iOS 11.0.3 broke my never been repaired iPhone 6S screen. Never had a problem, now it keeps freezing. #ios11problems"
435192,@AppleSupport https://t.co/RPFzCAXu9d,@218375 Thank you for these details. Please DM us via the following link and we'll help you further. https://t.co/GDrqU22YpT,
2109744,@AppleSupport It’s Twitter 🤔 same time YouTube calendar stuff remains with notifications,@622403 Thanks for clarifying. Does Twitter have an update to install in the App Store? DM us and we'll continue. https://t.co/GDrqU22YpT,It’s Twitter 🤔 same time YouTube calendar stuff remains with notifications
995539,@AppleSupport Yes we have tried this. Since the update it will not take a valid CC. Keeps saying security code CVV incorrect. Have tried 3 diff good cards,"@355814 We would like to clarify that you have done this on a computer and the device, correct?",Yes we have tried this. Since the update it will not take a valid CC. Keeps saying security code CVV incorrect. Have tried 3 diff good cards
652244,"Thanks @115858 for ruining podcasts, this app is unusable after update! @318",@275095 We're here to help. What issues are you experiencing with the Podcasts app?,"Thanks for ruining podcasts, this app is unusable after update!"
2484290,@115858 @AppleSupport @96093 @11676 #Iphone8plus #BatteryBulge #IMEI-__credit_card__ #SERIAL-F2QVD7EAJCLY. Strange but true was talking on the phone and suddenly phone got overheated and bulged and chances of explosion.. no phone to use now :( #wakeup https://t.co/DfrHfBZQp0,@709712 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,#Iphone8plus #BatteryBulge #IMEI-__credit_card__ #SERIAL-F2QVD7EAJCLY. Strange but true was talking on the phone and suddenly phone got overheated and bulged and chances of explosion.. no phone to use now :( #wakeup
237514,@AppleSupport Something is wrong with alarm clock volume post update.,"@172554 Hi. Let's try this: delete all alarms, create a new one at least 5 minutes from, let us know if the alarm sounds as expected. https://t.co/GDrqU22YpT",Something is wrong with alarm clock volume post update.
1080380,@AppleSupport Spotify,@152052 Does the volume decrease with any other apps that have audio? We just want to narrow it down as much as possible.,Spotify
1984075,@AppleSupport why is the letter i glitching,"@587285 Let's help. To better assist, please DM us the device you're using and a few more details about what is going on. https://t.co/GDrqU22YpT",why is the letter i glitching
511170,"@AppleSupport Most of the apps are crashing, freezing or taking 15-20 seconds before I can interact - sometimes the phone restarts. iOS 11.1.2, plenty of free space",@237488 We'll like to look into this a bit further. DM us what country or region you're located in. https://t.co/GDrqU2kzhr,"Most of the apps are crashing, freezing or taking 15-20 seconds before I can interact - sometimes the phone restarts. iOS 11.1.2, plenty of free space"
549626,@115858 can you help me I don’t have Apple Pay on my iPhone and I updated my iPhone to iOS 11.2 please help,"@247983 We're here for you. Can you tell us more about what's going on? Were you expecting to add Apple Pay with iOS 11.2 or was it something else? Also, what country do you live in? DM us and we'll continue. https://t.co/GDrqU22YpT",can you help me I don’t have Apple Pay on my iPhone and I updated my iPhone to iOS 11.2 please help
2009652,If I️ say I️ it’s cause I️ wanna say I️! @115858 y’all full of shit with this damn box shit.,@594250 We've got steps that can solve that. Check those out here: https://t.co/xU1AGHStV6 and let us know if that doesn't help. https://t.co/GDrqU22YpT,If I️ say I️ it’s cause I️ wanna say I️! y’all full of shit with this damn box shit.
1755137,Yo @115858 fix that damn keyboard already,@528582 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Yo fix that damn keyboard already
333618,@AppleSupport You know and have heard from what I am hearing and seeing,"@195481 To clarify, are you unable to share from Photos to another app? If so, what happens when you try?",You know and have heard from what I am hearing and seeing
2875100,"@115858 why won’t my iphone keep playing podcasts for more than a few minutes while connected to a Bluetooth speaker since the latest update? On a similar note, why won’t it stay connected for very long either?",@748455 Let's take a look at all of this together. Which version of the operating system is your iPhone running? You can find that in Settings &gt; General &gt; About. How long has your iPhone been unexpectedly disconnecting from Bluetooth? Let us know in DM. https://t.co/GDrqU22YpT,"why won’t my iphone keep playing podcasts for more than a few minutes while connected to a Bluetooth speaker since the latest update? On a similar note, why won’t it stay connected for very long either?"
1525157,When ur @115858 Watch takes a tumble #RIP https://t.co/dORTrfRYrn,"@473740 This is an unfortunate situation. Send us a DM, and we can check into options with you. https://t.co/GDrqU22YpT",When ur Watch takes a tumble #RIP
97041,"bro, ever since the update my phone has been trash @115858 ihy",@137183 We want to help. What issues are you experiencing with your iPhone?,"bro, ever since the update my phone has been trash ihy"
2775915,Dear @AppleSupport Please fix the the pop up glitch for the Exchange email saying it isn't my correct password. It's super annoying.,"@775653 When did this begin? Also, what device are you using with Exchange?",Dear Please fix the the pop up glitch for the Exchange email saying it isn't my correct password. It's super annoying.
1187130,This is absolute bull shit from @115858! Fix your fucking battery problem or kiss another customer good bye!!!,@399151 We'd be happy to look into this with you. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT,This is absolute bull shit from ! Fix your fucking battery problem or kiss another customer good bye!!!
118090,@AppleSupport my music app keeps crashing since I updated to iOS 11.1.2 😔,@142185 We're glad you reached out. Try these steps with the Music app and let us know how it goes: https://t.co/fUZ0NRJxcn,my music app keeps crashing since I updated to iOS 11.1.2 😔
2284962,Confiar ue Apple te dé una sesión personalizada a la hora que te ha marcado es una auténtica quimera. Hay alguien ahí? Llevo esperando media hora y aquí seguimos con la ventana abierta @AppleSupport https://t.co/5fqXYpBLps,@663980 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Confiar ue Apple te dé una sesión personalizada a la hora que te ha marcado es una auténtica quimera. Hay alguien ahí? Llevo esperando media hora y aquí seguimos con la ventana abierta
2147733,@AppleSupport why does every time I️ it makes that exclamation point and a box with a question mark in it?,@631290 We're happy to help. Check out this article for steps to help with this issue: https://t.co/xXaXeeSRt9,why does every time I️ it makes that exclamation point and a box with a question mark in it?
1581415,@115858 i updated my phone and now nothing worksssssss,@486832 We'd be happy to look in to this with you. Could you please confirm what exactly's happening on your iPhone?,i updated my phone and now nothing worksssssss
518295,@AppleSupport please need help iPhone SE .. same probleme as everyone tonight !!,@239247 Glad to assist. Let us know a few more details about what's happening on your device?,please need help iPhone SE .. same probleme as everyone tonight !!
2287430,"@AppleSupport 11.1.1, could just be a bug in the iPhone X tbh. https://t.co/ld0GW1qzL7",@664597 How long before it re-appears after restarting? DM us back. https://t.co/GDrqU22YpT,"11.1.1, could just be a bug in the iPhone X tbh."
2452183,@AppleSupport Right I’ve done the update and it’s not downloading the photos,@702627 Are you connected to a Wi-Fi? Do other apps that connect to the internet such as Safari work?,Right I’ve done the update and it’s not downloading the photos
1646128,@AppleSupport why is my phone changing my words to symbols? #reasonswhyIdontupdate,@502977 We'd be happy to help. Send us a DM with a few details and the iOS version you are using. https://t.co/GDrqU22YpT,why is my phone changing my words to symbols? #reasonswhyIdontupdate
2021113,@115858 fix this I️ shit,@597719 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,fix this I️ shit
2966582,"@AppleSupport I need y’all to get it together, I ain’t paying all this money for my phone to be freezing every 5 mins and shutting off by itself ! Uhm hello 😡😡",@644325 That's certainly not the experience we want you to have either. Which iPhone and iOS version are you seeing this issue on?,"I need y’all to get it together, I ain’t paying all this money for my phone to be freezing every 5 mins and shutting off by itself ! Uhm hello 😡😡"
84253,@AppleSupport No error message. I have to delete each time and then it can be redownloaded without problems. If you just update them the circle is spinning forever in App Store. Only this few apps.,@134536 OK. Send us a DM with the version of iOS you're currently running and we'll take a closer look. Find that under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,No error message. I have to delete each time and then it can be redownloaded without problems. If you just update them the circle is spinning forever in App Store. Only this few apps.
1458738,"@AppleSupport Hi again, I checked purchase history and i saw I bought same thing three times, what can i do? ( 110 SR = 29$ ) https://t.co/WuIvg2zI3L",@458589 We're here for you. You'll want to reach out to our iTunes team here: https://t.co/SDIe7UiyJN,"Hi again, I checked purchase history and i saw I bought same thing three times, what can i do? ( 110 SR = 29$ )"
2144632,i’m about tired for this damn glitch! Fix it @115858 !,@630530 We'd be happy to help. DM us and we'll get started. https://t.co/GDrqU22YpT,i’m about tired for this damn glitch! Fix it !
254097,My phone is lagging after updating to os 11 @AppleSupport,"@176399 We’ve got your back! We’ve released a recent update, let us know if you see it available: https://t.co/80YRnjVguS",My phone is lagging after updating to os 11
2046463,Ugh 😡 Since I updated to #ios1102 my phone keeps freezing &amp; its never done that before. Not cool @AppleSupport 👎🏾,"@605222 We want to help you. Restart your iPhone, and DM us if you still experience any issues: https://t.co/OWRDHWSt4h https://t.co/GDrqU22YpT",Ugh 😡 Since I updated to #ios1102 my phone keeps freezing &amp; its never done that before. Not cool 👎🏾
1983039,So if it wasn't for me saving nearly all of my pictures I take onto Snapchat memories 90% of them would be gone. Fuck @115858 hello @122609,"@586968 Hi there. We know your photos are important, so we want to check a few things together. Let's meet in a DM and get started: https://t.co/GDrqU22YpT",So if it wasn't for me saving nearly all of my pictures I take onto Snapchat memories 90% of them would be gone. Fuck hello
2134821,i will be tweeting like this until @115858 fixes this question mark problem.,@628073 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,i will be tweeting like this until fixes this question mark problem.
2013637,"🗣🗣🗣🗣 I️ don’t think I’ve seen a glitch this bad, go on this long. @115858 tf are you doing? https://t.co/vu707fsMnA",@595413 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,"🗣🗣🗣🗣 I️ don’t think I’ve seen a glitch this bad, go on this long. tf are you doing?"
211313,How do I get my fucking keyboard to go away @AppleSupport like why is it constantly there https://t.co/95UUxlq6RN,@166057 Let's look into this together. Does the issue persist after a restart? Here is how you can do that: https://t.co/OWRDHWSt4h,How do I get my fucking keyboard to go away like why is it constantly there
1790884,Thank you @115858 for creating phones that break randomly and let me lose two years worth of memories...not like I needed them or anything 😤😡,@537951 We'd like to help if we can. Tell us more about the issue you're experiencing with your phone in DM. We'll go from there. https://t.co/GDrqU22YpT,Thank you for creating phones that break randomly and let me lose two years worth of memories...not like I needed them or anything 😤😡
94913,@AppleSupport The MacBook Pro was connected via USB for Xcode over the night when i slept :),@136634 Let's move to DM for a closer look. What is your current macOS version? https://t.co/GDrqU22YpT,The MacBook Pro was connected via USB for Xcode over the night when i slept :)
1674762,"@115858 Hey! Uh, when are y’all going to fix this “I” issue?",@509565 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"Hey! Uh, when are y’all going to fix this “I” issue?"
1734436,@AppleSupport I deleted both and reinstalled and now they are working with “hey Siri”,@240351 Excellent. We're glad to hear it's been sorted out.,I deleted both and reinstalled and now they are working with “hey Siri”
2401815,@115858... what is this new update...😳it’s so blobby and horrible....?!,@691023 We welcome feedback about our products and services here: https://t.co/ltJyuSPZVF,... what is this new update...😳it’s so blobby and horrible....?!
2481469,@AppleSupport When will there be a new update for the iPhone 7 Plus? My phone has been spazzing like crazy lately and I just bought it...,@183673 We'd be happy to help. Send us a DM with a few details and we can start there. https://t.co/GDrqU22YpT,When will there be a new update for the iPhone 7 Plus? My phone has been spazzing like crazy lately and I just bought it...
1762957,Hey @AppleSupport are you ever gonna get rid of this stupid thing? https://t.co/pCRTo05Neg,@530409 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Hey are you ever gonna get rid of this stupid thing?
295928,@AppleSupport I made the terrible mistske of upgrading iOS and now the phone is as slow as ever and the battery dies twice as fast.,@186474 We'd be happy to assist with your iPhone today. Send us a DM to get started. https://t.co/GDrqU22YpT,I made the terrible mistske of upgrading iOS and now the phone is as slow as ever and the battery dies twice as fast.
