pair_id,customer_message,historical_reply,candidate_type,gold_intent,escalation_label,notes
273,@AppleSupport Yes it is,"@413808 Good to hear, that is the operating system and other things the device needs to run. DM us if you have any further questions. https://t.co/GDrqU22YpT",ambiguous,,,
274,@AppleSupport Especially on a phone that I purchased from your store no more than 2 months prior.,@708825 We want to help! DM us and let us know more about the issues you are having. https://t.co/GDrqU22YpT,category_candidate,,,
275,"@AppleSupport Yes, the screenshots remain at the bottom no matter whichever app I get into, &amp; no matter how many screenshots I take. It is just there. I would have to switch off the display and unlock to make it go away. It happens with screenshots, no matter which app it is of.","@257653 Are the screenshots saving to the Photos app? If you tap the screenshot or press and hold it, does it respond?",category_candidate,,,
276,@AppleSupport ios 11.1.1,@744968 Let's begin by backing up the iPhone and updating to iOS 11.1.2. Then let us know what's happening. How to back up: https://t.co/4f8hwT5to6,ambiguous,,,
277,@115858 Not trying to slow it down rn,@394122 We'd love to assist you concerning this issue. Please click here to join us in DM: https://t.co/GDrqU22YpT,ambiguous,,,
278,@115858 This update killing my battery b,@608847 We'd like to take a closer look and see what can be done to get you back to normal. Send us a DM with the device model. https://t.co/GDrqU22YpT,ambiguous,,,
279,I cannot believe that my phone will not charge. What the fuck @115858,@410313 We're here to help. Try the steps in this article to get your iPhone charging: https://t.co/uqxquyfdn0,category_candidate,,,
280,@668313 @115858 FIX THIS,"@668312 Thanks for reaching out to us for support. iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",ambiguous,,,
281,@AppleSupport 11.03 (15A432),"@578941 When it ""crashes"", does it restart or does it return to the Home screen?",ambiguous,,,
282,"@AppleSupport I don't get this screen on my itunes for windows. Hence I cannot sync my ripped music to icloud, iphone and other i-devices. Home sharing isn't good enough! Help https://t.co/G3ctMEuLsA",@140681 We'd like to assist with this. Which version of iTunes are you using? https://t.co/g2HM9lnith What Windows version are you running as well?,category_candidate,,,
283,"@AppleSupport I’ve purchased extra iCloud space, but I keep getting message that backup hasn’t occurred in over 14 weeks. Usually connected to WiFi and power when backup should occur. https://t.co/YzIjI8OUTS",@679115 We want to be sure your iCloud backup can be completed as normal. Can you tell us what version of iOS you have? Go to Settings &gt; General &gt; About to check on this. https://t.co/GDrqU22YpT,category_candidate,,,
284,@AppleSupport Yes,@545690 We'd like to go ahead and review this for you. Please DM us and we'll go from there. https://t.co/GDrqU22YpT,ambiguous,,,
285,@AppleSupport Never mind. That’s the dev version.,@320720 Let's look into this together in DM here: https://t.co/GDrqU22YpT,ambiguous,,,
286,"@AppleSupport iMessage its not working on my iPhone 7, neither push notifications of Whatsapp and Facebook. Is the service down?","@817863 Thanks for reaching out! Let’s go through some troubleshooting to see what we can find out about your iPhone. To start, which version of iOS are you running on the iPhone currently? This can be found in Settings &gt; General &gt; About.",category_candidate,,,
287,@AppleSupport 11.0.3.,@368978 Thank you for sharing. Let's take a closer look at the issue together in DM. https://t.co/GDrqU22YpT,ambiguous,,,
288,@115858 can you fix this I.t shit please?,"@812396 Thank you for reaching out to us. Let’s work together to find the best course of action for this issue. To start, what device model and software version are you using?",ambiguous,,,
289,HOLY SHIT @AppleSupport . I LOST ALL MY MUSIC ON MY IPHONE BC OF YOU! IN SETTINGS I SEARCHED ICLOUD MUSIC AND IT GAVE ME REGULAR MUSIC APP! I WANTED TO ICLOUD FILES! NOT MY REGULAR MUSIC! SHAME ON YOU! https://t.co/Luvd7gXqGp,@622782 We certainly don't want you to be without your favorite music. Are you an Apple Music subscriber? DM us and let us know. https://t.co/GDrqU22YpT,category_candidate,,,
290,"@AppleSupport i don’t think it’s delayed, i’ve bought songs awhile ago and still didn’t get any email receipt",@269166 Do you see the items under the “View My Account” as referenced in the article we sent?,category_candidate,,,
291,@AppleSupport Hello. How do I fix this? I've been trying to sign in for like an hour and it doesn't work. https://t.co/OXxi0nM0lw,@507634 We want to work with you on this. Have you been able to try on another Wi-Fi network? Does the same thing happen on cellular?,category_candidate,,,
292,@AppleSupport can’t use my iPhone to connect to and set up my new router. It just says no internet. I know-I want to set it up! Please help! https://t.co/PNEHz2xurO,@187448 We'd like to see how we can be of assistance. Join us in DM with more details. https://t.co/GDrqU22YpT,category_candidate,,,
293,"@AppleSupport Yeah, I've tried that. It brings up the login page again, I type in my password again, and then it just gets stuck with loading bar at 50% again! I've also tried starting up in Recovery Mode and running a First Aid check on the Disk Utility but it doesn't say anything's wrong?",@793013 You've done some great steps so far. Let's move over to DM and continue there. https://t.co/GDrqU22YpT,category_candidate,,,
294,@AppleSupport You guys over charged me on iTunes @AppleSupport and I want my money back I’m really upset,@123826 We completely understand and want to help. Please reach out to our iTunes Support team directly here: https://t.co/SDIe7UiyJN,category_candidate,,,
295,@AppleSupport @115858 how Can I start back downloading my apps how could I fix this? https://t.co/6KwH2uRRPH,@672336 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,category_candidate,,,
296,Spent $1000 on a new @115858 phone. Still sucks @AppleSupport. Keyboard still doesn’t work. How is that possible? https://t.co/px63396qlC,"@312715 For that issue we recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/IMtPAPAGBR Let us know if you are facing any other issues with the keyboard.",category_candidate,,,
297,@AppleSupport My iPhone 6 in ios 11.1.2 is problem wifi automatically on,@764963 Thanks for reaching out. This behavior is a new feature of iOS 11. This article explains: https://t.co/G7BHuQnDS6 We're here for you if you have any questions. Just let us know.,category_candidate,,,
298,literally what the fuck is this STUPID KEYBOARD GLITCH??? the most commonly typed single letter??? really? of all letters? i? @115858 fix it,@467938 We can help. DM and tell us what version of iOS you see under Settings &gt; General &gt; About &gt; Version. https://t.co/GDrqU22YpT,category_candidate,,,
299,Hey @AppleSupport where can I find the free app of the week on the new App Store in iOS 11?,"@345580 Sure thing! These should be in the ""Today"" tab. Check out https://t.co/oWUHlNlygh for more info on the new App Store.",category_candidate,,,
300,Arreglame la batería y el Bluetooth xfi @115858,@174557 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,ambiguous,,,
301,@AppleSupport can you fix my fucking keyboard. I️ am sick of my “I️”s not working,@488154 We're here for you. Check out this article for help: https://t.co/xU1AGHStV6,category_candidate,,,
302,"hey @applesupport, now when i'm not on wifi i can't make calls, send texts, use data to get online, anything. need to fix it ASAP.",@737433 We'd be happy to look into what's going on. Which iPhone and iOS version are you using? Let's try a restart.,category_candidate,,,
303,"My phone is on the charger and the fucking percentage is going down, @AppleSupport EXPLAIN",@593536 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,category_candidate,,,
304,@1111 @AppleSupport Yes. It became unstable :(,@123051 We understand your concern. Let's work together to solve these issues. Does this Wi-Fi issue happen on all networks?,ambiguous,,,
305,When I'm sending text messages half the time it won't let me scroll down to see the new message. The keyboard is in the way. WTF @115858 ?,@195374 We'd like to work with you on this. Could you confirm what type of device you're using?,category_candidate,,,
306,@AppleSupport,@252368 Thanks for bringing this to our attention. Try the steps in this article and let us know how it goes. iPhone unexpectedly restarts: https://t.co/osZOKKTalm,ambiguous,,,
307,@AppleSupport Us,"@814282 Thank you. Are you having an issue hearing on your device? Please DM details, we'll meet you there to help out further. https://t.co/GDrqU22YpT",ambiguous,,,
308,"@AppleSupport My devices are continuously disconnecting from my WiFi since I updated them to iOS 11. I need help, please.",@290627 We can help. Have you tried these steps here? https://t.co/sXbhzfS2lM,category_candidate,,,
309,What is going on @AppleSupport,"@487579 We've got your back. If you're having trouble with autocorrect, check this out, and see if it helps: https://t.co/uQeXsr9Kz9",ambiguous,,,
310,@115858 @125607 @AppleSupport why #iOS11 as battery is always 1715 mah #rollbackios11 #ios11problems #Apple,@316417 We'd love to help with your battery on iOS 11. Can you DM us what model of device we are working with? https://t.co/GDrqU22YpT,category_candidate,,,
311,@115858 fix this i thing man,"@590686 We'd be happy to work with you. To get started, DM us the device you're using as well as the iOS version currently installed. https://t.co/GDrqU22YpT",ambiguous,,,
312,"@115858 my Mac charger broke, can I get a new one?",@244206 Hello! How long ago did you purchase your Mac?,category_candidate,,,
313,@AppleSupport been on hold for 15 minutes... still haven’t spoken to a human. Just need to know why I can’t update my payment info.... so close to cancelling my iPhone x pre order,"@821246 We know how important it is to update your payment information and we're happy to do everything we can to help. To start, DM us with the country where you're located and device model you're using to update your payment information. https://t.co/GDrqU22YpT",category_candidate,,,
314,@applesupport against my advice my wife &amp; daughter got iPhones a while back. One device shuts down all the time (somehow does not fall under serial number criteria for repair even tho it continues to occur). Other phone is only audible in speakerphone. Neither shld be happening.,"@680593 You're certainly in the right place. We'd love to help. Let's work on one iPhone at a time and be sure we cover both by the time we're done. Please send us a DM, and we'll get started with the unexpected shutdowns first. https://t.co/GDrqU22YpT",category_candidate,,,
315,I hate the update to the podcast app on iOS11. The interface is really confusing and unorganized @115858 @318,@128894 We value your opinion. Feel free to provide your feedback here: https://t.co/eTPVYVFyd8,category_candidate,,,
316,"@AppleSupport I'm trying to make my iCloud library available so I can make playlists in @115948, but even though my library is empty, I still can't make my iCloud library available, what can I do??",@784264 Let's look into this for you. Is iCloud Music Library enabled on all of your devices? This page may help: https://t.co/9VQ9VywZJ2 Let us know in DM. https://t.co/GDrqU22YpT,category_candidate,,,
317,Hey @115858! Would be great in next iOS update to get an icon (e. g. as for Bluetooth) to know that we have the phone running in silent mode! Thanks!,@769033 We appreciate feedback. Please submit that here: https://t.co/eTPVYVFyd8,category_candidate,,,
318,iOS11 is the worst os update I have experienced since 3.1....my iPad 2 is fucked thanks @115858,@536721 We're here to help with any issues you maybe having. Select the following link to let us know what's going on in a DM. https://t.co/GDrqU22YpT,category_candidate,,,
319,@AppleSupport my phone is so much slower since the ios11 update when will it speed up again. Very frustrating.,@320395 We've recently released some important updates to iOS 11. Have you updated your iPhone to iOS 11.03 yet? https://t.co/nYknMGviju,category_candidate,,,
320,@115858 y’all better fix this update I checked the time on my phone and it went from 88% to 66% https://t.co/5RBnSCk6ja,@623250 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version. DM us. https://t.co/GDrqU22YpT,category_candidate,,,
321,"@AppleSupport iCloud Music can't enable, tried everything, all playlists from apple music removed themselves from my phone....really annoyed","@389734 Thank you for reaching out today. We want to get you back to your music. So we can investigate with you, please DM us. https://t.co/GDrqU22YpT",category_candidate,,,
322,"@116333 @AppleSupport https://t.co/XKBUXx9QYk security concern! u need to fix iOS11 wifi, b-tooth &amp; cell toggle before someone gets hurt",@497114 Thanks for reaching out. You can read more about Wi-Fi and Bluetooth on iOS 11 here: https://t.co/G7BHuQnDS6,category_candidate,,,
323,@AppleSupport Auto lock doesn’t work *,"@702379 If you press the Sleep/Wake button instead of the Home button, does it sleep and power on with that button instead?",ambiguous,,,
324,"@AppleSupport why since I installed the #ios1103 update has my @4305 messed up? Notifications not showing, messages not sending etc",@247087 Let's make sure all apps are up to date in the App Store. Send us a DM once you have tried that and tested. https://t.co/GDrqU22YpT,category_candidate,,,
325,"@AppleSupport iPhone 7 Plus, upgraded to iOS 11.0.2 - battery drain, phone freeze, apps crashing, not charging quickly, etc.","@190002 Thank you for reaching out to us. We're happy to help. Please send us a DM, and we'll get started. https://t.co/GDrqU22YpT",category_candidate,,,
326,"Uh oh... Wake up, try to use my #iPhoneX and every 10 seconds, it goes to the spinning wheel of death and then throws me back to the lock screen -Even after resetting. @AppleSupport #EarlyAdopterProblems😰😰","@246726 Thanks for contacting us. We would like to start by making sure your device is running the latest iOS, which is 11.2. First, back up your device: https://t.co/4f8hwT5to6 Then update via Settings &gt; General &gt; Software Update. Let us know if there are any changes.",category_candidate,,,
327,"Okay but WHY is my battery dying quicker with iOS 11? @115858 @AppleSupport This is a 900 dollar device, why y’all playing me?",@615510 Let's look into your battery and find out why. We know how critical it is that it lasts. We'll chat over in Direct Message. https://t.co/GDrqU22YpT,category_candidate,,,
328,"@AppleSupport The latest. But actually a bigger issue is when listening to podcasts or Spotify. When I refresh a Twitter or IG timeline, it pauses music",@204825 Go ahead and send us a DM and we will look into this together. Thank you. https://t.co/GDrqU22YpT,category_candidate,,,
329,@118845 whyyyyyyy https://t.co/ymCpjvwGlE,@665904 We want to help. DM us with which country you're in and we'll continue there. https://t.co/GDrqU22YpT,ambiguous,,,
330,@115858 when y’all gonna fix the “I️” issue,@668466 Let's look into this for you. iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating. This page should help: https://t.co/80YRnjDFDk DM us if you run into any issues. https://t.co/GDrqU22YpT,ambiguous,,,
331,"Please software correct, phone it is locked time wife connection cut off. #ios11 #apple #iphone7 @2310 @AppleSupport","@386439 We're here to help! To make sure we understand, is the iPhone locked due to a passcode being entered incorrectly?",category_candidate,,,
332,@115858 @AppleSupport Whats up with these faulty updates? IOS 11.0.2 battery life sucks,@291690 We'd be happy to look into what's going on. Which device are you noticing that on?,category_candidate,,,
333,so um @115858 @AppleSupport i need ya help 😩,@391549 We’re happy to help. Could you let us know more details about your situation via a DM? We’ll keep moving from there. https://t.co/GDrqU22YpT,ambiguous,,,
334,Is @AppleSupport planning an update to fix the bugs for @115888? I restarted/deleted/downloaded the app/phone. Wasn't a prob until new iOS,@358820 We're here to help. What issues are you having with the app?,category_candidate,,,
335,@AppleSupport if i downloaded songs from apple music shouldn't they stay even after my subscription expired?,"@180965 Once your Apple Music has expired, you wouldn't continue to have access to the Apple Music catalog. https://t.co/Axn8d2wJz2",category_candidate,,,
336,Erm ok @115858 I see it’s a ‘known issue’- but podcasts are my solace and my comfort and my learning and MY PODCASTS ARE MISSING #unrequited,"@583045 Let’s investigate this together. To start, DM us which device you’re noticing this on, and we’ll go from there. https://t.co/GDrqU22YpT",category_candidate,,,
337,@115858 @AppleSupport,@470343 Let's meet in DM to check out what's happening there. What device and software version are you using? https://t.co/GDrqU22YpT,ambiguous,,,
338,"Hey @AppleSupport downloaded the update last night, charged my battery around 2pm &amp; already down to 60%. WTH",@669317 Battery life is important when it comes to our iPhones. We want to work with you on this. Send us a DM. https://t.co/GDrqU22YpT,category_candidate,,,
339,@AppleSupport So far only person to person iMessages and not group threads. My iOS is 11.1.2,@795420 Do a restart on your iPhone and see if this helps at all. Take a look at this article for info on how to restart and DM us if the issue continues: https://t.co/n9BF3L9h6y https://t.co/GDrqU22YpT,category_candidate,,,
340,@AppleSupport iPhone 6 iOS version 11.1,@668063 DM us and we'll go from there. https://t.co/GDrqU22YpT,ambiguous,,,
341,"The fact that I had to set up a keyboard shortcut for when I type ""I"" to type ""I"" is v fucking ridiculous @115858 @AppleSupport.","@665167 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/ui8Itz8ESg Feel free to DM us if you have any questions. https://t.co/GDrqU22YpT",category_candidate,,,
342,"@AppleSupport Yes, slow with all apps",@211014 DId this issue start after you updated to this version or did you notice it on an earlier iOS? Do you remember which version? Let us know in DM and we'll continue from there. https://t.co/nYknMGviju,category_candidate,,,
343,@AppleSupport Fixed it. Thank you.,@390161 You're welcome. Have a great day.,ambiguous,,,
344,@AppleSupport this update is literally ruining my phone. Apps and camera don’t open and it is beyond slow.,"@592362 Let's look into this together. DM us which iPhone and version of iOS 11 you're using, and we'll continue from there. https://t.co/GDrqU22YpT",category_candidate,,,
345,@116333 It is a bout my iPhone 7 Case # 100282765063 (imei __credit_card__). My Apple ID __email__. Hope you do not let us down.,@610794 We'd like to talk with you about your case. Let's keep your info private &amp; move to DM to discuss things further. https://t.co/GDrqU22YpT,category_candidate,,,
346,@AppleSupport I restored my new iPhone X and my photos and videos didn’t transfer over any reason why? Also my speaker is making a weird ticking noise not sure why maybe because I have the plastic still on?,@797745 We'll be happy to help. Are your photos on iCloud Photo Library? We would suggest removing the plastic. DM us and we'll continue there. https://t.co/GDrqU22YpT,category_candidate,,,
347,"@AppleSupport It says ""not charging"" when I plug in the charger...even after 5+ hours, battery still low. It was working fine b4 I upgraded to iOS 11.03",@460854 Have you tried using a different USB cable with your iPad? Let's try restarting your iPad as well. DM us with the results. https://t.co/GDrqU22YpT,category_candidate,,,
348,Does new @115858 update stop my phone from freezing when I’m trying switch between two apps? Then I have to let my phone die to be functional,@276829 Please update to iOS 11.0.2: https://t.co/80YRnjDFDk Then let us know in DM how that goes. https://t.co/GDrqU22YpT,category_candidate,,,
349,"@AppleSupport As soon as I upgraded to iOS 11. It’s getting worse too. Not just screen freezes, but sometimes it starts to “press” apps where ever it wants. Like phantom style. Could other hardware cause this? Defective battery maybe?",@532112 Maybe. Let's dig deeper. Are you seeing this happen more with some apps more than others? Let us know via DM. https://t.co/GDrqU22YpT,category_candidate,,,
350,@AppleSupport how can I go back to iOS 10? iOS 11 is terrible. It bugs all the time (and then there is the drain battery problem).,"@581551 While we do not support reverting to a previous version, we’d like to continue to assist you. Please send us a DM to continue. https://t.co/GDrqU22YpT",category_candidate,,,
351,Les mises à jour sont censées corriger des bugs et améliorer l’appareil. Chez @115858 c’est l’inverse. #iOS11,@717351 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,category_candidate,,,
352,anyone else’s Apple Music just repeating one song instead of playing or shuffling the playlist?? @AppleSupport,"@184715 If you're having issues with playback on Apple Music, we can help out. Which device do you have and what is the iOS version?",category_candidate,,,
353,"@AppleSupport I want siri to remain on both devices. When I say Hey Siri, I only want that feature enabled on my Watch.","@144223 Got it, thanks for clarifying for us. On the paired iPhone, tap Settings &gt; Siri &amp; Search, and make sure Press Home for Siri is on. Also, let us know in DM what model iPhone your Apple Watch is paired with. https://t.co/GDrqU22YpT",category_candidate,,,
354,"@AppleSupport after downloading ios 11.0.3,my alarm doesn’t work,any help?","@550367 Having working alarms is certainly important, and we can definitely help. Use the link below to DM us, and we’ll get started. https://t.co/GDrqU22YpT",category_candidate,,,
355,@AppleSupport ios 11.0.1(15A402),"@162989 There is an update available for you iPhone, let's have you update to 11.0.2 and see if that helps.",ambiguous,,,
356,@AppleSupport it’s up to date to iOS 11.1.1 and I still the same problem seeing “A box?” The update is not working! https://t.co/Ho7qjPVhT6,@531513 Are you noticing this behavior in messages that you write or are you seeing it in messages that other people write? Join us in DM and we'll look into this further with you. https://t.co/GDrqU22YpT,category_candidate,,,
357,From 98% to 56% in 25mins. Fuck you @115858,@607029 We'd like to see how we can assist with your camera and battery life. DM us your iPhone model and iOS version to begin. https://t.co/GDrqU22YpT,ambiguous,,,
358,"@AppleSupport why did i get charged 99 cents ... i didn’t buy an app today, don’t have Apple Music etc...",@732871 Hi there. We'd be happy to point you in the right direction. You can check the purchase history on your device. Here's how: https://t.co/7LU2nj59FH,category_candidate,,,
359,@AppleSupport @115858 Fix my iTunes ability to sync playlists to my iPhone NOW!!!!,@196534 Thanks for reaching out to us. Try the steps in this article to sync your iPhone with iTunes: https://t.co/MaEpwkTXRn,category_candidate,,,
360,"Got random charges from my bank saying ""APL https://t.co/TVbT11tDtJ"" I DONT even have a iPhone /itunes account😡 @AppleSupport @115858 @118721","@789343 Thanks for bringing this to our attention. We want to make sure this gets taken care of in the quickest way possible. For the best assistance with the issue, reach out to our iTunes team here: https://t.co/SDIe7UiyJN",category_candidate,,,
361,@115858 @AppleSupport Your bug reporter page has a bug... it says my apple ID doesn't exist yet I am logged in on my phone with it...help?,"@555552 Are you able to sign in with your Apple ID at https://t.co/bq19gX3X68? DM us, and we'll get you to the right place to get help: https://t.co/GDrqU22YpT",category_candidate,,,
362,@AppleSupport PLZ HLP BEFORE I️ CRY,@586369 Let's look into this. Make sure you have updated to iOS 11.1: https://t.co/80YRnjDFDk DM us if that doesn't fix the issue. https://t.co/GDrqU22YpT,ambiguous,,,
363,@AppleSupport IOS 11.3 date and time keeps setting to auto even though it's turn off. Bluetooth keeps disconnecting.,@342729 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,category_candidate,,,
364,Time to switch phones as I’m tired of @115858 updating and the battery life turns to absolute garbage. Any recommendations?,@502612 We can definitely look into this with you. DM us the version of iOS your iPhone is on and we’ll get started. https://t.co/GDrqU22YpT,category_candidate,,,
365,@AppleSupport Hi! Is there a way to turn OFF the discoverable option while having the Bluetooth on? I need to have it on for my Apple Watch.,"@543357 We're glad to help! Please DM us and let us know which model of iPhone you're using, and what you're looking to accomplish. https://t.co/GDrqU22YpT",category_candidate,,,
366,@AppleSupport Hi I want to view the US app store (I'm in UK) as one of my iMessage sticker packs has been featured there. Is there a simple way to view it? Canceling music subscription and adding billing is a bit much,"@681633 Great question! In order to view content in a specific store's region, you'd have to first change your store region on your device. Here's a link with those steps: https://t.co/usOJWy6ChP",category_candidate,,,
367,@AppleSupport DM sent!,@550259 We've received your DM and will continue from there. https://t.co/GDrqU22YpT,ambiguous,,,
368,IM SO TIRED OF SEEING THOSE DAMN QUESTION MARKS WITH THE FRICKIN SQUARES @115858 MAKE A DAMN UPDATE TO FIX IT PRETTY PLEASE W/ SUGA ON TOP,@669741 We'd like to help any way we can. Which device model do you have and what's the OS version installed?,category_candidate,,,
369,Alalalala @115858 les notifications bugent chez vous 😶,@193324 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,category_candidate,,,
370,@AppleSupport No MS OFFICE. 11.1,@258351 Have you tried restarting your device and attempting again?,ambiguous,,,
371,@AppleSupport My battery didn’t last for even 10 hours today. I don’t think there’s a tip for that.,"@471385 When updating the iOS, some settings can revert to their default position. The tips can help improve the battery life.",category_candidate,,,
372,@AppleSupport Highlights made in purchased book in iBooks on #iPadPro w/ #iOS11 are not syncing to 5k 27” #iMac w/ #HighSierra. Any tips?,@427805 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,category_candidate,,,
373,Yo @115858 wassup cuz 🤦🏾‍♂️ I️ rushed fast asl to get the update cuz I️ couldn’t see some characters and the emojis fye.. now I’m like 🤬,@505364 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,category_candidate,,,
374,@AppleSupport aftr iOS update I get blnk scrn evry time I get calls simultaneously. https://t.co/sTilaZntwt,@127930 Thanks for reaching out. Let us know if this helps: https://t.co/OWRDHWSt4h,category_candidate,,,
375,"@115858 your latest iOS update is a disaster, wtffff with the battery. It’s the silliest update ever. Fix it pls",@452974 We'd love to help. Send us a DM so we can look into this.,category_candidate,,,
376,@AppleSupport Thanks darlings x,@461368 You're welcome. Reach out to us again if you need help with anything else. We're here for you.,ambiguous,,,
377,@AppleSupport when you gonna fix the I,@531288 We'd like to look into this with you. DM us here: https://t.co/GDrqU22YpT,ambiguous,,,
378,@115858 I have no idea how to install apps on the #iphonex! You come up with a bouncy statement about double click to install. #uxfail,@669747 We'd like to help. Tell us a little more about the issues you are experiencing when you try to install apps on your iPhone X.,category_candidate,,,
379,@AppleSupport Trying to purchase NOW TV on Apple TV to watch sky football but keeps saying can't connect to iTunes Store,"@177317 We'd like to look into this with you. DM us your location, and we'll go from there. https://t.co/GDrqU22YpT",category_candidate,,,
380,@AppleSupport I can't download or update any app,@533131 We just got your DM about this same issue. We'll be able to respond to your DM and work with you there from here on out with this.,ambiguous,,,
381,@115858 it was fine before the update 😡,"@615463 We’re here for you. So that we can look into this further, use the link below to DM us, and tell us which iPhone you’re using. https://t.co/GDrqU22YpT",ambiguous,,,
382,@503417 @AppleSupport @115858 Yeah bro! 🧐,@503416 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ambiguous,,,
383,I don’t know why my apps aren’t updating even though my software is updated 🤷🏾‍♀️🙄 @AppleSupport,@392685 Let's figure this out. What's happening when you try updating your apps? Have you restarted your iPhone and the App Store app?,category_candidate,,,
384,@AppleSupport It open then crashes almost instantly and spotlight is flipping out . THIS is since the two security updates where installed yesterday.,"@239545 What macOS version is currently installed on your device? To find out, navigate to Apple icon &gt; About This Mac. Does the behavior appear instantly after restarting your Mac?",category_candidate,,,
385,"@AppleSupport iOS is the worst update i have ever experienced. 11.1.2 and I still experience frustrating bugs: random slowdonws, app crashing, random reboot, freezes...","@267002 We would be happy to help. When did you begin to notice these issues? Have you noticed any patterns to the behavior? For example, while using specific apps or gestures?",category_candidate,,,
386,"@AppleSupport Battery drains, won’t hold charge, and screens freeze, go haywire. U do this on purpose so I upgrade, buy ur iPhone 8?",@208712 We want to do all we can to help get to the bottom of these issues with you. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,category_candidate,,,
387,@AppleSupport Yes that’s the one!,"@178454 Does this occur when playing music from a third-party app, or the built in Music app?",ambiguous,,,
388,@AppleSupport @115858 @116333 any idea if and when the bug with iMessage on MacBook Pro Touch Bar will be fixed. #disappointed,@628564 Let's look into this for you. Send us a DM with more details about what you are experiencing with iMessage. https://t.co/GDrqU22YpT,category_candidate,,,
389,@AppleSupport iOS 11.0.2 keeps crashing! 👍🏻,"@297850 We're here to help. Can you please message us in DM, with more details? https://t.co/GDrqU22YpT",ambiguous,,,
390,@115858 @AppleSupport https://t.co/ETUxIltbDq,@483594 Thanks for contacting us about your keyboard. We've got your back. Give these steps a try: https://t.co/xU1AGHStV6,ambiguous,,,
391,Anyone else’s @115858 ipone taking foooorever to charge?! 😡😡😡😡,"@753312 If your battery charges slowly on your iPhone, learn what to do with the info in this link here: https://t.co/uqxquyfdn0",category_candidate,,,
392,@AppleSupport iPhone 7 Plus 128 GB,@519324 We know how important your iPhone performance is. Send us a DM telling us when you first noticed the change in the performance. https://t.co/GDrqU22YpT,ambiguous,,,
393,@AppleSupport this is a screenshot from iMessage. I am missing the space bar. Are you aware of this problem? Should I open a bug report? https://t.co/RfUKpKIELC,@357266 We're here to help! Let's see if we can get this figured out. Meet us in DM to continue here: https://t.co/GDrqU22YpT,category_candidate,,,
394,Ever since I downloaded the fucking ios11 my phone been having problems! Like wtf @115858 then I go to the store &amp; ya say ya don’t know Wtf,"@619217 We're glad to look into your iPhone issues with you. DM us using the link below, and let us know more details. https://t.co/GDrqU22YpT",category_candidate,,,
395,@AppleSupport Verification failed. There was an error connecting to the Apple ID server,"@269184 Is your date and time set correctly? Check from Settings &gt; General &gt; Date &amp; Time. If that doesn't help, join us in DM. https://t.co/GDrqU22YpT",category_candidate,,,
396,"iOS 11, you’re killing my battery buzz @AppleSupport","@397905 Let's sort this out together! What kind of device do you have, and what battery issues have you noticed?",category_candidate,,,
397,"@115858 ever since this update my phone freezes non stop on apps specifically @126972 , can’t even watch a video because of it smh",@497647 We're here for you. Send us a DM with your current iOS version and we'll continue there. https://t.co/GDrqU22YpT,category_candidate,,,
398,"@AppleSupport Hello, I need some help regarding the region change on my Apple ID",@116100 This article should help with that: https://t.co/usOJWy6ChP,category_candidate,,,
399,Okay @115858 you need to fix your keyboard or autocorrect or something cause whenever I type “i” it autocorrects it to I️,@521688 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,category_candidate,,,
400,Hi @AppleSupport why did iTunes delete lots of my downloaded podcasts and unsubscribe me from some when I hit play on a new one! Not a fan of this new feature!,"@667521 Let's work together to figure this out. To begin, what operating system are you using iTunes on? Also, were only Podcast effected?",category_candidate,,,
401,"@AppleSupport Hi, my parents Mac mini keeps getting a large pop up on screen saying they have 32 viruses 3 critical. Told them to delete recycle bin etc but keeps getting this message. Is this adware? How do I remove this for them?",@246757 Hey there! Thanks so much for reaching out about these pop-ups. This link should help you clear them out: https://t.co/qr0pQg1RQb Let us know if you have any questions.,category_candidate,,,
